"id","tender_No","type","delivery","department","cbrief","cd","dp","date_Published","brief","closing_Date","compulsory_briefing_session","status","category","description","province","contactPerson","email","telephone","fax","briefingVenue","bf","bc","conditions"
31698,"CCMADIV-18-102","Deviation","28 Harisson Street - Braamfontein - Johannesburg - 0200","Commission for Conciliation Mediation & Arbitration",false,"Friday, 02 September 2022 - 11:00","Thursday, 01 September 2022","2022-09-01T00:00:00","<not available>","2022-09-02T11:00:00",,"Closed","Administrative and support activities","Deviation for ICT Uninterrupted Power Supply (UPS) Unit	with Tshivhonda Business Solutions for Emergency Procurement 	Malfunctioning Uninterrupted Power Supply (UPS) Unit
","Eastern Cape","Freddy Sello ","FreddyM@ccma.org.za","011-377-6952","N/A",," NO"," NO","n/a"
31707,"RFQ-059122","Request for Quotation","R573 and Moloto road - pretoria - gauteng - 0001","Agricultural Research Council",false,"Tuesday, 06 September 2022 - 12:00","Thursday, 01 September 2022","2022-09-01T00:00:00","<not available>","2022-09-06T12:00:00",,"Closed","Waste collection, treatment and disposal activities; materials recovery","Water Sensor","Gauteng","Precious Dolamo","dolamop@arc.agric.za","012-808-8000","N/A",," NO"," NO","N/A"
31469,"HDA/EC/2022/001","Request for Bid(Open-Tender)","1 Maxwell Drive, Megawatt Park - Sunninghill - Johannesburg - 2157","Housing Development Agency",false,"Monday, 29 August 2022 - 11:00","Wednesday, 31 August 2022","2022-08-31T00:00:00","<not available>","2022-08-29T11:00:00",,"Closed","Construction","THE APPOINTMENT OF A TURNKEY CONTRACTOR TO DESIGN AND CONSTRUCT 194 TEMORARY RESIDENTIAL ACCOMMODATION IN VARIOUS MUNICIPALITIES WITHIN AMATHOLE DISTRICT FOR THE EMERGENCY HOUSING PROGRAMME FOR A PERIOD OF 12 MONTHS","Eastern Cape","Jerry Makofane","Jerry.Makofane@thehda.co.za","011-544-1000","N/A",," NO"," NO","N/A"
31473,"HDA/EC/2022/002","Request for Bid(Open-Tender)","1 Maxwell Drive, Megawatt Park - Sunninghill - Johannesburg - 2157","Housing Development Agency",false,"Monday, 29 August 2022 - 11:00","Wednesday, 31 August 2022","2022-08-31T00:00:00","<not available>","2022-08-29T11:00:00",,"Closed","Construction","THE APPOINTMENT OF A TURNKEY CONTRACTOR TO DESIGN AND CONSTRUCT 377 TEMORARY RESIDENTIAL ACCOMMODATION IN VARIOUS MUNICIPALITIES WITHIN CHRIS HANI DISTRICT FOR THE EMERGENCY HOUSING PROGRAMME FOR A PERIOD OF 12 MONTHS","Eastern Cape","Jerry Makofane","Jerry.Makofane@thehda.co.za","011-544-1000","N/A",," NO"," NO","N/A"
31477,"HDA/EC/2022/003","Request for Bid(Open-Tender)","1 Maxwell Drive, Megawatt Park - Sunninghill - Johannesburg - 2157","Housing Development Agency",false,"Monday, 29 August 2022 - 11:00","Wednesday, 31 August 2022","2022-08-31T00:00:00","<not available>","2022-08-29T11:00:00",,"Closed","Construction","THE APPOINTMENT OF A TURNKEY CONTRACTOR TO DESIGN AND CONSTRUCT 61 TEMORARY RESIDENTIAL ACCOMMODATION IN VARIOUS MUNICIPALITIES WITHIN JOE GQABI DISTRICT FOR THE EMERGENCY HOUSING PROGRAMME FOR A PERIOD OF 12 MONTHS","Eastern Cape","Jerry Makofane","Jerry.Makofane@thehda.co.za","011-544-1000","N/A",," NO"," NO","N/A"
31479,"HDA/EC/2022/004","Request for Bid(Open-Tender)","1 Maxwell Drive, Megawatt Park - Sunninghill - Johannesburg - 2157","Housing Development Agency",false,"Monday, 29 August 2022 - 11:00","Wednesday, 31 August 2022","2022-08-31T00:00:00","<not available>","2022-08-29T11:00:00",,"Closed","Construction","THE APPOINTMENT OF A TURNKEY CONTRACTOR TO DESIGN AND CONSTRUCT 624 TEMORARY RESIDENTIAL ACCOMMODATION IN VARIOUS MUNICIPALITIES WITHIN OR TAMBO DISTRICT FOR THE EMERGENCY HOUSING PROGRAMME FOR A PERIOD OF 12 MONTHS","Eastern Cape","Jerry Makofane","Jerry.Makofane@thehda.co.za","011-544-1000","N/A",," NO"," NO","N/A"
31410,"CGE/T/03/2022/23","Request for Bid(Open-Tender)","2 Kotze Street - Braamfontein - Johannesburg - 2017","Commission for Gender Equality",false,"Wednesday, 31 August 2022 - 11:00","Tuesday, 30 August 2022","2022-08-30T00:00:00","<not available>","2022-08-31T11:00:00",,"Closed","Computer programming, consultancy and related activities","Appointment of a service provider for the development of intranet and ticketing system - List of Submitted Bidders","Gauteng","Shadrack","shadrack@cge.org.za","011-403-7182","N/A",," NO"," NO","N/A"
31269,"16/2022","Request for Bid(Open-Tender)","R618 - St Lucia - St Lucia - 3936","iSimangaliso Wetland Park",false,"Thursday, 29 September 2022 - 12:00","Monday, 29 August 2022","2022-08-29T00:00:00","<not available>","2022-09-29T12:00:00",,"Closed","Services: Functional (Including Cleaning and Security Services)","CLOSING REGISTER: APPOINTMENT OF MUNICIPAL CLEANING & GREENING SERVICE PROVIDER FOR PERIOD OF THREE YEARS TO ISIMANGALISO WETLAND PARK AUTHORITY","KwaZulu-Natal","Bids Representative","bids@isimangaliso.com","035-590-1633","N/A",," NO"," NO","N/A"
30947,"10331369","Request for Quotation","PROPNET BUILDING 6TH FLOOR, ROOM 622, NUMBER 1  ADDERLEY STREET, CAPE TOWN - CAPE TOWN - CAPE TOWN - 8001","Passenger Rail Agency of South Africa",true,"Monday, 19 September 2022 - 12:00","Friday, 26 August 2022","2022-08-26T00:00:00","Thursday, 01 September 2022 - 11:00","2022-09-19T12:00:00","2022-09-01T11:00:00","Closed","Services: General","MAINTENANCE ,REPAIR/REPLACE, SUPPLY ,DELIVER AND TEST & COMMISSION OF UNINTERRUPTIBLE POWER SUPPLIES (UPS) AND BATTERIES FOR RAILWAY SIGNALING APPLICATIONS","Western Cape","Bonwell Booi","bonwell.booi@prasa.com","021-449-4331","N/A","OFF MALTA ROAD , SALT RIVER, INFRASTRUCTURE BUILDING  ROOM 161"," Yes","Yes","Bidders will begiven 15 minutes grace time when attending compulsory briefing sessions ,therefore the door to the venue will be closed .
Bidders to ensure that they come with the tender documents ,when attending the  briefing sessions"
30964,"10331869","Request for Quotation","PRASA Building, Shosholoza Junction Mely, Corner Leyds and Simmonds street, Braamfontein - Braamfontein - Johannesburg - 2001","Passenger Rail Agency of South Africa",true,"Friday, 02 September 2022 - 10:00","Friday, 26 August 2022","2022-08-26T00:00:00","Tuesday, 30 August 2022 - 10:00","2022-09-02T10:00:00","2022-08-30T10:00:00","Closed","Services: General","Cleaning of rail reserve","Gauteng","Godfrey Phasha","godfrey.phasha@prasa.com","011-085-7063","N/A","Shosholoza Meyl, Junction, Cnr Leyds & Simmonds Str, Braamfontein"," Yes","Yes","N/A"
31057,"RFP246/2022","Request for Proposal","1258 Lever Rd - Headway Hill - Midrand - 1685","Development Bank of Southern Africa",false,"Thursday, 15 September 2022 - 00:00","Friday, 26 August 2022","2022-08-26T00:00:00","<not available>","2022-09-15T00:00:00",,"Closed","Services: General","THE APPOINTMENT OF VARIOUS PROFESSIONAL SERVICE PROVIDER (PSP) THE CONSTRUCTION OF SOLAR POWERED BOREHOLES INCLUSIVE OF A WATER TREATMENT SYSTEM IN THE KWAZULU -NATAL (KZN) PROVINCE ALLOCATED PER DISTRICT AS INDICATED ON THE TABLE BELOW.","Gauteng","Tebogo Saudi","tebogoSCM@dbsa.org","011-313-3500","011-313-3500",," NO"," NO","N/A"
30525,"PEA6944/2022/RFP","Request for Proposal","Chief Dawid Struurman, Allister Miller Drive. - Gqeberha (Port Elizabeth) - Gqeberha - 6001","Airports Company of South Africa",true,"Monday, 26 September 2022 - 10:00","Wednesday, 24 August 2022","2022-08-24T00:00:00","Thursday, 01 September 2022 - 10:00","2022-09-26T10:00:00","2022-09-01T10:00:00","Closed","Supplies: Electrical Equipment","REPLACEMENT OF THE DIESEL GENERATORS, TANK AND SWITCHGEAR AT CHIEF DAWID STUURMAN INTERNATIONAL AIRPORT","Eastern Cape","Potso Makgatho","potso.makgatho@airports.co.za","011-723-1529","N/A","MS teams"," Yes","Yes","N/A"
29005,"FIN VP-098-08-2022","Request for Quotation","138 Lilian Ngoyi Street - Newtown - Johannesburg - 2001","Market Theatre Foundation",false,"Monday, 15 August 2022 - 12:00","Tuesday, 23 August 2022","2022-08-23T00:00:00","<not available>","2022-08-15T12:00:00",,"Closed","Supplies: Stationery/Printing","Printing and supply of annual reports for MTF.
","Gauteng","Vickey Pienaar","vickeyp@markettheatre.co.za","011-832-1641","N/A",," NO"," NO","The Annual Reports must be printed and delivered not later then the 26 August 2022"
30314,"RFP/JHB/2022/006","Request for Bid(Open-Tender)","1 Maxwell Drive, Megawatt Park - Sunninghill - Johannesburg - 2157","Housing Development Agency",false,"Wednesday, 17 August 2022 - 11:00","Monday, 22 August 2022","2022-08-22T00:00:00","<not available>","2022-08-17T11:00:00",,"Closed","Human health activities","APPOINTMENT OF A SERVICE PROVIDER TO UNDERTAKE THE HOUSING DEVELOPMENT AGENCY'S NATIONAL WELLNESS DAY","National","Jennifer Monareng","Jennifer.Monareng@thehda.co.za","011-544-1000","N/A",," NO"," NO","N/A"
30010,"OPE 09/2022/23","Request for Proposal","Theewaterskloof - CALEDON - CALEDON - 7230","Theewaterkloof Municipality",false,"Friday, 09 September 2022 - 12:00","Friday, 19 August 2022","2022-08-19T00:00:00","<not available>","2022-09-09T12:00:00",,"Closed","Security and investigation activities","APPOINTMENT OF VARIOUS SECURITY SERVICES PROVIDERS
FOR ALARM MONITORING AND ARMED RESPONSE, SECURITY
GUARDS AND CLOSE PROTECTION OFFICERS FOR A THREE
YEAR PERIOD FROM DATE OF APPOINTMENT TO 30 JUNE
2025 IN THE THEEWATERSKLOOF MUNICIPAL AREA","Western Cape","Andre Meyer","andreme@twk.org.za","028-214-3300","028-212-2199",," NO"," NO","N/A"
30180,"FFC/01/BID/2022/23","Request for Bid(Open-Tender)","Bekker Street - Waterfall Park - Midrand - 1685","Financial and Fiscal Commission",false,"Friday, 26 August 2022 - 14:00","Friday, 19 August 2022","2022-08-19T00:00:00","<not available>","2022-08-26T14:00:00",,"Closed","Activities auxiliary to financial service and insurance activities.","Opening Bid for Tender FFC/01/BID/2022/23 Provision for Internal Auditing Services ","National","Buhle Ngidi","buhle.ngidi@ffc.co.za","010-745-2217","N/A",," NO"," NO","Opening Bid for Tender FFC/01/BID/2022/23 Provision for Internal Auditing Services "
30184,"FFC/02/BID/2022/23","Request for Bid(Open-Tender)","Cape Town Offices: Constitution House, 12th Floor, 124Adderly Street, Cape Town, 8000. - Cape Town Offices: Constitution House, 12th Floor, 124Adderly Street, Cape Town, 8000. - Cape Town Offices: Constitution House, 12th Floor, 124Adderly Street, Cape Town, 8000. - 8000","Financial and Fiscal Commission",false,"Friday, 26 August 2022 - 14:00","Friday, 19 August 2022","2022-08-19T00:00:00","<not available>","2022-08-26T14:00:00",,"Closed","Rental and leasing activities","Opening Bid for Tender FFC/02/BID/2022/23 CapeTown Accommodations for Rental ","National","Buhle Ngidi","buhle.ngidi@ffc.co.za","010-745-2217","N/A",," NO"," NO","Opening Bid for Tender FFC/02/BID/2022/23 CapeTown Accommodations for Rental "
30256,"RFQKBP/0011","Request for Quotation","C/O RALO & CETU ROADS - KWAMAGXAKI, GQEBERHA, EASTERN CAPE - Gqeberha, EASTERN CAPE - 6024","Small Enterprise Finance Agency",true,"Thursday, 01 September 2022 - 11:00","Friday, 19 August 2022","2022-08-19T00:00:00","Thursday, 25 August 2022 - 14:00","2022-09-01T11:00:00","2022-08-25T14:00:00","Closed","Services: Professional","REQUEST FOR QUOTATION (RFQ): FIRE PREVENTION AND PROTECTION SERVICES FOR KHULA BUSINESS PREMISES (PTY) LTD A SUBSIDIARY OF SMALL ENTERPRISE FINANCE AGENCY SOC LTD (SEFA) AT KWAMAGXAKI SHOPPING COMPLEX, C/O RALO & CETU ROADS, KWAMAGXAKI, GQEBERHA, EASTERN CAPE","Eastern Cape","Selaelo Semenya","selaelos@sefa.org.za","012-748-2568","012-748-2568","KWAMAGXAKI SHOPPING COMPLEX, C/O RALO & CETU ROADS, KWAMAGXAKI, GQEBERHA, EASTERN CAPE"," Yes","Yes","N/A"
29990,"TE/2022/08/0041/10152","Request for Bid(Open-Tender)",,"Transnet SOC Ltd",false,"Thursday, 15 September 2022 - 10:00","Thursday, 18 August 2022","2022-08-18T00:00:00","<not available>","2022-09-15T10:00:00",,"Closed","Transportation and storage","FOR STAFF TRANSPORT SERVICES AT VARIOUS TRANSNET ENGINEERING RICHARDSBAY DEPOTS FOR A 3 MONTHS PERIOD AS AND WHEN REQUIRED","KwaZulu-Natal","Lesley Mtungwa","Lesley.Mtungwa@transnet.net","072-075-6778","N/A",," NO"," NO","N/A"
29820,"HDA/JHB/2022/001","Request for Bid(Open-Tender)","1 Maxwell Drive, Megawatt Park - Sunninghill - Johannesburg - 2157","Housing Development Agency",false,"Monday, 08 August 2022 - 11:00","Wednesday, 17 August 2022","2022-08-17T00:00:00","<not available>","2022-08-08T11:00:00",,"Closed","Activities of head offices; management consultancy activities","PANEL OF RECRUITMENT SERVICE PROVIDERS TO PROVIDE THE HAD WITH REQUIRED RESOURCING 
AND SKILLED CAPACITY AS AND WHEN REQUIRED OVER 3 YEARS PERIOD.","National","Jennifer Monareng","Jennifer.Monareng@thehda.co.za","011-544-1000","N/A",," NO"," NO","N/A"
29860,"RFP/2022/07/27","Request for Quotation","7 Wessel Road,Rivonia - Sandton - Johannesburg - 2128","Food and Beverages Manufacturing Industry",false,"Thursday, 18 August 2022 - 12:00","Wednesday, 17 August 2022","2022-08-17T00:00:00","<not available>","2022-08-18T12:00:00",,"Closed","Food and beverage service activities","The supply and delivery of office consumables Stationery","Gauteng","Lunga Mokoena","scm@foodbev.co.za","011-253-7315","N/A",," NO"," NO","N/A"
29874,"11/2022","Request for Bid(Open-Tender)","R618 - St Lucia - St Lucia - 3936","iSimangaliso Wetland Park",false,"Saturday, 17 September 2022 - 12:00","Wednesday, 17 August 2022","2022-08-17T00:00:00","<not available>","2022-09-17T12:00:00",,"Closed","Security and investigation activities","CLOSING REGISTER: REQUEST FOR PROPOSAL [RFP] APPOINTMENT OF PROTECTION SERVICE PROVIDER BASED IN EASTERN SHORES SECTION OF ISIMANGALISO WETLAND PARK AUTHORITY FOR A PERIOD OF THREE YEARS","KwaZulu-Natal","Bids Representative","bids@isimangaliso.com","035-590-1633","N/A",," NO"," NO","N/A"
29875,"12/2022","Request for Bid(Open-Tender)","R618 - St Lucia - St Lucia - 3936","iSimangaliso Wetland Park",false,"Monday, 19 September 2022 - 11:00","Wednesday, 17 August 2022","2022-08-17T00:00:00","<not available>","2022-09-19T11:00:00",,"Closed","Security and investigation activities","CLOSING REGISTER: REQUEST FOR PROPOSAL [RFP] APPOINTMENT OF PROTECTION SERVICE PROVIDER BASED AT THE COASTAL FOREST RESERVE SECTION OF ISIMANGALISO WETLAND PARK AUTHORITY FOR A PERIOD OF THREE YEARS","KwaZulu-Natal","Bids Representative","bids@isimangaliso.com","035-590-1633","N/A",," NO"," NO","N/A"
29876,"13/2022","Request for Bid(Open-Tender)","R618 - St Lucia - St Lucia - 3936","iSimangaliso Wetland Park",false,"Monday, 19 September 2022 - 11:00","Wednesday, 17 August 2022","2022-08-17T00:00:00","<not available>","2022-09-19T11:00:00",,"Closed","Security and investigation activities","CLOSING REGISTER: REQUEST FOR PROPOSAL [RFP] APPOINTMENT OF PROTECTION SERVICE PROVIDER BASED IN THE ST LUCIA SECTION OF ISIMANGALISO WETLAND PARK AUTHORITY FOR A PERIOD OF THREE YEARS","KwaZulu-Natal","Bids Representative","bids@isimangaliso.com","035-590-1633","N/A",," NO"," NO","N/A"
29877,"14/2022","Request for Bid(Open-Tender)","R618 - St Lucia - St Lucia - 3936","iSimangaliso Wetland Park",false,"Monday, 19 September 2022 - 11:00","Wednesday, 17 August 2022","2022-08-17T00:00:00","<not available>","2022-09-19T11:00:00",,"Closed","Security and investigation activities","CLOSING REGISTER: REQUEST FOR PROPOSAL [RFP] APPOINTMENT OF PROTECTION SERVICE PROVIDER BASED IN MKHUZE AND OZABENI SECTION OF ISIMANGALISO WETLAND PARK AUTHORITY FOR A PERIOD OF THREE YEARS","KwaZulu-Natal","Bids Representative","bids@isimangaliso.com","035-590-1633","N/A",," NO"," NO","N/A"
29878,"15/2022","Request for Bid(Open-Tender)","R618 - St Lucia - St Lucia - 3936","iSimangaliso Wetland Park",false,"Monday, 19 September 2022 - 11:00","Wednesday, 17 August 2022","2022-08-17T00:00:00","<not available>","2022-09-19T11:00:00",,"Closed","Security and investigation activities","CLOSING REGISTER: REQUEST FOR PROPOSAL (RFP) APPOINTMENT OF ESTUARY MANAGEMENT SERVICE PROVIDER FOR A PERIOD OF TWO YEARS TO ISIMANGALISO WETLAND PARK AUTHORITY","KwaZulu-Natal","Bids Representative","nombuso@isimangaliso.com","035-590-1633","N/A",," NO"," NO","N/A"
29879,"10/2022","Request for Bid(Open-Tender)","R618 - St Lucia - St Lucia - 3936","iSimangaliso Wetland Park",false,"Monday, 19 September 2022 - 11:00","Wednesday, 17 August 2022","2022-08-17T00:00:00","<not available>","2022-09-19T11:00:00",,"Closed","Security and investigation activities","CLOSING REGISTER: REQUEST FOR PROPOSAL [RFP] APPOINTMENT OF PROTECTION SERVICE PROVIDER BASED AT THE WESTERN SHORES SECTION OF ISIMANGALISO WETLAND PARK AUTHORITY FOR A PERIOD OF THREE YEARS","KwaZulu-Natal","Bids Representative","bids@isimangaliso.com","035-590-1633","N/A",," NO"," NO","N/A"
29734,"request for quotation Mmatlala","Request for Quotation","100 old soutpan road  - ondersterpoordt - pretoria - 0001","Agricultural Research Council",false,"Monday, 22 August 2022 - 15:00","Tuesday, 16 August 2022","2022-08-16T00:00:00","<not available>","2022-08-22T15:00:00",,"Closed","Other personal service activities","request for quotation Mmatlala","Gauteng","Mosidi Ramosunya","RamosunyaM@arc.agric.za","012-529-9315","N/A",," NO"," NO","N/A"
29598,"HSRC1855","Request for Proposal","134 Pretorius - Pretoria - Pretoria  - 0001","Human Sciences Research Council",true,"Wednesday, 31 August 2022 - 10:30","Monday, 15 August 2022","2022-08-15T00:00:00","Friday, 19 August 2022 - 10:30","2022-08-31T10:30:00","2022-08-19T10:30:00","Closed","Other service activities","APPOINT A SERVICE PROVIDER TO PRODUCE SHORT FILM CLIPS","National","Mavis Magoleng","mmagoleng@hsrc.ac.za","012-302-2178","N/A","https://teams.microsoft.com/l/meetup-join/19%3ameeting_NmQxNjZiM2YtNTI1OC00ZTFhLWIxZTAtZWU4ZDRkNWRiY"," Yes","Yes","Briefing to be held virtually
Bidders to RSVP by Thursday 18 August morning @10:00 am to receive the meeting link"
28906,"08/2022","Request for Bid(Open-Tender)","R618 - St Lucia - St Lucia - 3936","iSimangaliso Wetland Park",false,"Thursday, 08 September 2022 - 12:00","Monday, 08 August 2022","2022-08-08T00:00:00","<not available>","2022-09-08T12:00:00",,"Closed","Education","Closing Register: Appointment of Accredited Service Providers for Training RFP Number#08/2022","KwaZulu-Natal","Bids Representative","bids@isimangaliso.com","035-590-1633","N/A",," NO"," NO","Dear Bidder

Please see enclosed closing Register for Appointment of Accredited Service Providers for Training RFP Number#08/2022"
28791,"CGE/T/02/2022/23","Request for Bid(Open-Tender)","2 Kotze Street - Braamfontein - Johannesburg - 2017","Commission for Gender Equality",false,"Monday, 05 September 2022 - 11:00","Friday, 05 August 2022","2022-08-05T00:00:00","<not available>","2022-09-05T11:00:00",,"Closed","Legal and accounting activities","Appointment of a panel of attorneys for the provision of legal services: Submitted Bidders","Gauteng","Shadrack","shadrack@cge.org.za","011-403-7182","011-403-7188",," NO"," NO","Names of Submitted Bidders"
28792,"CGE/T/01/2022/23","Request for Bid(Open-Tender)","2 Kotze Street - Braamfontein - Johannesburg - 2017","Commission for Gender Equality",false,"Monday, 05 September 2022 - 11:00","Friday, 05 August 2022","2022-08-05T00:00:00","<not available>","2022-09-05T11:00:00",,"Closed","Printing and reproduction of recorded media","Layout, design, printing and related services","Gauteng","Shadrack","shadrack@cge.org.za","011-403-7182","N/A",," NO"," NO","Names of Submitted Bidders"
